source	mor	target
POU2F1	1	ETS1
POU2F2	1	ETS1
RXRA	1	TGFB1
JUNB	1	CAPN1
JUND	1	CAPN1
JUN	1	CAPN1
EGR2	1	SERPINE2
MYB	1	CDK1
SP1	1	CDK1
TFAP2A	1	MYC
HMGA1	1	NFATC2
NR2F6	-1	POU5F1
SNAI1	1	INHBA
JUNB	1	RYK
JUND	1	RYK
JUN	1	RYK
MYC	1	EIF2AK2
CEBPG	1	JUN
ZNF410	1	TGFA
RB1	-1	TFDP1
FOXD2	1	ADRA1B
VDR	1	RARA
SP1	1	COX5B
SP1	1	HMBS
CEBPD	1	CASP3
RARB	1	ACHE
TAF1	1	RARB
NR3C1	1	H1-2
HMGA2	1	JUN
TP53	1	TBP
WT1	1	CSF1
TCF3	1	STMN1
EGR1	1	NR4A1
NFKB2	1	CXCL8
PAX8	1	WT1
JUNB	1	PTHLH
JUND	1	PTHLH
JUN	1	PTHLH
RELB	1	SRF
REL	1	SRF
NFKB2	1	SRF
RELA	1	SRF
NFKB1	1	SRF
AR	1	PTHLH
SFPQ	1	HSPA9
JUNB	1	RB1
JUND	1	RB1
JUN	1	RB1
STAT1	1	SNAP91
RB1	1	ELF1
SP1	1	PDIA3
PAX8	-1	TP53
JUNB	1	PSMA5
JUND	1	PSMA5
JUN	1	PSMA5
RELB	1	PSMA5
REL	1	PSMA5
NFKB2	1	PSMA5
RELA	1	PSMA5
NFKB1	1	PSMA5
CEBPB	1	TOP1
FOS	1	TP53BP1
RELA	1	TP53BP1
WT1	1	LITAF
NFKB1	1	CXCL1
USF1	1	APP
ETS2	1	CSF1R
ZNF354C	1	EGR2
ZNF91	1	HLA-E
CEBPD	1	SLC9A1
LITAF	1	HSPA5
MECOM	1	CSF1R
JUNB	1	POU2F1
JUND	1	POU2F1
JUN	1	POU2F1
RELB	1	POU2F1
REL	1	POU2F1
NFKB2	1	POU2F1
RELA	1	POU2F1
NFKB1	1	POU2F1
HESX1	1	MAPK1
FOXM1	1	C4BPB
NFIA	1	C4BPB
NFIC	1	C4BPB
JUNB	1	CDH13
JUND	1	CDH13
JUN	1	CDH13
NFKB2	1	MAPRE1
TFAP2A	-1	ACHE
RELA	1	AGT
NFKB1	1	AGT
MYB	-1	CDKN1A
SNAI1	1	HSPA4
JUND	1	COL1A2
JUNB	1	COL1A2
JUN	1	COL1A2
NR2F1	1	HNF1B
NR2F2	1	HNF1B
PITX2	1	HNF1B
WT1	1	CCN3
IRF1	1	EIF2AK2
RARA	1	GNRH1
EGR2	1	HOXB2
CEBPG	1	PRKACA
RXRB	1	RBP1
SSRP1	1	ODC1
POU2F1	-1	CYP1A1
MXI1	1	ODC1
MXI1	1	MAX
RORA	1	LAMB1
JUNB	1	LAMB1
JUND	1	LAMB1
JUN	1	LAMB1
TP53	1	MAP3K14
TBP	1	SUPT3H
BCL3	1	RB1
ZNF91	1	HLA-A
DLX4	1	IL7
YY1	1	HCFC1
SP3	1	PDGFB
DDIT3	-1	DDIT3
ATF1	1	CAMK2A
EGR2	1	NAB1
REL	1	JUN
MXD1	1	HSPA4
STAT1	1	CNTF
REL	1	HMGN1
FOS	1	NFKBIA
JUN	1	NFKBIA
ZBTB7B	1	COL1A2
FOS	1	CTNND1
MITF	1	GNG2
CEBPB	1	TGFA
NR3C1	1	MPG
ELF1	1	LYN
ELF2	1	LYN
TFAP2A	-1	HOXA4
TFAP2A	1	KRAS
THRB	1	SERPINC1
USF1	1	LAT
SSRP1	1	IL1B
EGR1	1	VAMP2
SP1	1	VAMP2
FOS	1	PLAUR
SREBF1	1	FDPS
NFKB1	1	RB1
E2F4	-1	MYBL2
TFDP1	1	MYBL2
MAX	-1	CCNB1
STAT6	1	IL4R
PAX8	1	TXN
TTF1	1	TXN
HIF1A	1	HSP90AB1
PHF20	1	KRAS
ZNF362	1	MBP
TTF1	1	KRAS
MSC	1	RAP1A
AHR	1	ISL1
THRB	1	SLC25A5
XBP1	1	RANBP1
XBP1	1	RB1
EGR1	1	TNFRSF1B
FOS	1	CDK4
NFIA	1	NME1
SRF	1	AR
NR3C1	1	LAMB1
ATF1	1	MAPK14
ATF1	1	MAPKAPK2
AR	1	NF1
TP53	1	DDIT3
ETV4	1	VIM
WT1	1	SDC1
JUN	1	TP53BP1
CEBPG	1	SOD1
SP1	1	HSPB1
ETS1	1	MET
FOS	1	NF1
FOS	1	USP7
JUNB	1	NF1
EGR1	1	NGF
NR4A1	1	IL1A
NR4A1	1	MAPK1
NFIA	1	PROC
NR4A2	1	BTAF1
ETS2	1	JUNB
NFIC	1	PROC
EGR1	1	GLB1
TOX	1	NR0B1
FOSL1	-1	NQO1
APEX1	1	MPG
GTF3A	1	PLAU
ELF1	1	HSPA5
YY1	1	HSPA4
YY1	1	DENND2B
ERF	1	GATA2
MYC	1	CSF1
SP3	1	CSF1
TFAP2A	1	BDKRB2
SSRP1	1	CDKN2A
ATF1	1	PKD1
MNT	1	KRAS
SP1	1	SF1
AHR	1	APP
ZBED1	1	RAF1
THRA	1	ELP1
VDR	1	ELP1
MYC	-1	SP3
IRF1	1	IFNGR1
STAT1	1	IFNGR1
SP2	1	POLD1
SP3	1	POLD1
ZNF148	1	COL1A2
MYC	1	HBP1
TCF12	1	BDNF
JUNB	1	ACTB
JUND	1	ACTB
JUN	1	ACTB
JUNB	1	GADD45A
JUND	1	GADD45A
JUN	1	GADD45A
JUNB	1	IGFBP2
JUND	1	IGFBP2
JUN	1	IGFBP2
SMARCA1	1	BRCA1
SMARCA1	1	CDKN1C
SMARCA1	1	GADD45A
SMARCA1	1	IGFBP2
SMARCA1	1	NHERF2
TP53	1	NUP214
EGR1	1	NFKB1
GTF3A	1	HSPA4
TP53	1	FANCC
FOS	1	SOD2
MEF2A	1	FASTK
MYC	1	GLB1
RELB	1	STAT6
REL	1	STAT6
NFKB2	1	STAT6
RELA	1	STAT6
NFKB1	1	STAT6
ZBTB14	-1	ACTB
MYC	1	TGFA
SMARCA1	1	LGALS1
ETS2	1	HBEGF
PRDM2	1	HMOX1
HLF	1	VEGFA
HNF1B	1	CDH1
JUN	1	TNC
RELB	1	TNC
REL	1	TNC
NFKB2	1	TNC
RELA	1	TNC
NFKB1	1	TNC
PAX6	1	HTT
RBPJ	1	ERBB2
THRB	1	TBXA2R
TBP	1	LARGE1
EGR2	1	LAT
EGR1	1	LAT
TBP	1	LAT
FOXL1	1	BMP2
FOXL1	1	BMP4
E2F1	1	TGFB1
YBX3	1	GLB1
STAT2	1	IRF1
FOS	1	ICAM1
JUN	1	ICAM1
POU2F1	-1	THRB
SKIL	1	HSPA8
ETV4	1	CDKN1A
NR0B1	1	GLB1
TFDP1	1	TP53BP1
CEBPG	1	YWHAZ
ID1	1	PSMD4
SP3	1	RB1
ID2	1	NGF
ID3	1	NGF
MYB	-1	NRAS
RELB	1	NFYA
REL	1	NFYA
NFKB2	1	NFYA
RELA	1	NFYA
NFKB1	1	NFYA
MEF2A	1	MEF2D
STAT5A	1	NR3C1
THRB	1	SQSTM1
TFEC	1	HMOX1
EGR2	1	FST
JUNB	1	CAMK4
JUND	1	CAMK4
JUN	1	CAMK4
NCOR2	1	IL1B
HIC1	1	IGF2
SIM2	1	ARNT
ATF6	1	FOS
ELF4	1	MBP
TFAP2A	1	CFD
SP1	1	ADRA1B
FOXD2	1	NF1
USF1	1	PSAP
STAT3	1	LIF
EGR1	1	CTSL
EGR1	1	FCER1G
ELK3	1	EGF
TCF3	1	RANGAP1
TP53	1	ERCC3
STAT1	1	PLCG1
MITF	1	TNFRSF1B
TFAP2A	1	CDH3
CEBPG	1	CCND2
ETV4	1	CCND2
TFAP2A	1	CCND2
STAT5B	-1	IRF1
STAT5A	-1	IRF1
TP53	1	CAMK4
TP53	1	INHBA
AR	1	FOS
NFKB2	1	VCAM1
EGR1	1	PKD2
PURA	1	APBB1
YY1	1	APBB1
RLF	1	FOS
JUNB	1	PRKACA
WT1	1	RYK
MYB	1	FGF2
CEBPG	1	SOD2
HSF1	1	TXN
HSF2	1	TXN
JUNB	1	RAE1
JUND	1	RAE1
JUN	1	RAE1
JUND	1	MAPK9
PURA	1	TGFB1
JUNB	1	MAPK9
JUN	1	MAPK9
HMGA1	1	COL1A2
RELA	1	ABL1
RELA	1	BCR
CREM	-1	NGF
NFKB1	1	BAG1
NR3C1	1	PTHLH
ATF1	1	FGFR1
NFKBIE	-1	CXCL8
NKX3-1	1	GADD45A
TBP	1	TNFRSF11A
EGR1	1	TGFA
FOS	1	FHIT
YBX3	1	EPHB4
ATF2	1	HSPA5
JUNB	1	KRT5
JUND	1	KRT5
JUN	1	KRT5
POU2F2	1	SNAP25
CEBPB	1	SOD1
NR1H2	1	ERCC3
STAT2	1	SERPINE1
ZNF91	1	KRAS
VDR	1	CXCL8
FLI1	1	RARA
SRF	1	CALD1
ETS2	1	CHRNE
TWIST1	1	MEF2C
FOS	1	PTPN6
RELB	1	ITGA2
REL	1	ITGA2
NFKB2	1	ITGA2
RELA	1	ITGA2
NFKB1	1	ITGA2
TSC22D1	1	SRPRA
ELF1	1	MYC
CEBPB	1	AP3B1
CEBPB	1	SMARCB1
MYB	1	SMARCB1
TFAP2A	1	SMARCB1
CREM	1	TESK1
CEBPB	1	ADM
GATA6	1	GLB1
FOS	1	CCNA2
SP1	-1	ITGA2B
SP3	1	ITGA2B
IRF1	1	IL15
IRF2	1	VCAM1
JUN	1	NLRP3
JUNB	1	NLRP3
JUND	1	NLRP3
SP3	1	F2R
TBP	1	IGF2
TFAP2A	1	CCND3
USF1	1	APEX1
ELF1	1	CSF1R
LRRFIP1	1	KRAS
LRRFIP1	1	NGF
LRRFIP1	1	NTRK1
SSRP1	1	FCER1G
ATF4	-1	CCNA2
NFKB2	1	IL6
NFKB2	1	IL1A
VDR	1	HOXA10
NRL	1	PAX6
CUX1	1	IL6
RELB	1	TNFSF12
FOXD2	1	AR
STAT6	-1	STAT1
WT1	1	HSPA4
NR2C2	1	ACOX1
GATA2	1	MBP
REL	1	TNFSF12
NFKB2	1	TNFSF12
RELA	1	TNFSF12
NFKB1	1	TNFSF12
NCOR1	1	ACHE
NCOR2	1	ACHE
HLF	1	DBP
NFKB1	1	WT1
RELA	1	WT1
ETS2	1	ICAM1
POU2F1	1	IL1B
E2F4	1	CCND1
TCF12	1	TCF3
MEF2A	1	NGFR
SSRP1	1	NGFR
KDM5D	1	ECE1
NFKB2	1	MYC
TFAP2A	1	SERPINA5
SP1	1	SERPINA5
FOS	-1	JUND
CEBPB	1	NGFR
TFAP2A	1	MAP3K8
ETS2	1	PLAU
USF1	1	SF1
SP1	1	ZBTB14
NFATC2	1	CREBBP
SP1	-1	ITGB3
SP3	1	ITGB3
FOS	1	LITAF
FOS	1	TCF3
TCF3	1	HSPA4
TCF3	1	LITAF
SP3	1	FAS
KLF4	-1	CYP1A1
NR4A1	1	NR4A3
EWSR1	1	SF1
GTF2I	1	ITSN1
HNF1B	1	PLAU
STAT5A	1	C4A
ZFPM1	1	DLD
SSRP1	1	KAT2B
RELB	1	MAPK9
REL	1	MAPK9
NFKB2	1	MAPK9
RELA	1	MAPK9
NFKB1	1	MAPK9
HESX1	1	SAP30
MYB	1	THBS2
TBP	1	POLH
TAF1	1	EGFR
NCOR1	1	HESX1
HESX1	1	NCOR1
NCOR1	1	SAP30
THRA	1	SAP30
BMAL1	1	HLF
TFDP1	1	E2F1
CEBPG	1	S100A9
IRF3	1	TNFRSF11A
IRF1	1	EGFR
TBX2	1	FN1
TBPL1	1	PDP1
TBX2	1	BAG6
TBX2	-1	GAPDH
TBX2	1	PDP1
FOSB	1	CCND1
E2F3	1	RBL2
EGR1	-1	BCL2
USF1	1	TRIM25
MYB	1	S100A9
STAT1	1	A2M
AR	1	C4A
NFKBIB	1	CXCL8
STAT1	1	IDO1
JUN	1	MAP2K7
YBX1	1	GHR
PITX2	1	GNAQ
MYBL2	1	FGF2
SP1	1	PSAP
SP3	1	PSAP
ALX1	1	TRAF4
YY1	1	CTCF
ELK3	1	CHRNE
JUNB	1	SQSTM1
JUND	1	SQSTM1
JUN	1	SQSTM1
RELB	1	SQSTM1
REL	1	SQSTM1
NFKB2	1	SQSTM1
STAT5A	1	RB1
RELA	1	SQSTM1
NFKB1	1	SQSTM1
SMAD3	1	ERF
TFE3	1	ERF
TFAP2A	1	ADA
TFAP2A	1	IGF2
STAT5A	1	TNFRSF11A
STAT5A	1	CREBBP
EGR2	1	FGF2
TP53	-1	WRN
TFAP2A	1	FHIT
ID1	1	ID2
DBP	1	AGT
TBP	1	PSMD4
MYC	1	RCC1
IRF9	1	CXCL10
ZNF91	1	PLAGL1
ZNF362	1	FGFR1
SMAD2	-1	RUNX2
LRRFIP1	-1	SERPINE1
APEX1	1	TG
EGR1	-1	CSF1
NFATC2	1	EGR3
TBP	1	KRAS
SP1	1	PML
NFATC1	1	EGR3
NFATC1	1	HSPA9
NFATC2	1	HSPA9
ESRRA	1	THRA
SKIL	1	IGFBP7
YY1	-1	DMD
TTF1	1	PAX8
CEBPB	1	ANXA5
SP1	1	ANXA5
TFAP2A	1	ANXA5
AR	1	ADRB2
GABPA	1	HGS
YY1	-1	HGS
KLF9	1	TFAP2A
WT1	1	TFAP2A
NR2F2	1	MDM2
E2F4	1	CDC25A
ETS1	1	FOXD1
EGR1	1	SOD1
WT1	1	SOD1
PHF20	1	PGK1
USF1	1	MYC
CEBPB	1	HSPA4
TFAP2A	1	PVR
CEBPB	1	SPP1
SMAD1	1	COL1A2
JUNB	1	MAPK8
MAFK	1	CD44
GATA6	1	TTF1
EGR2	-1	EGR1
SP1	1	EPHB1
MEF2A	1	AGTR1
TFAP4	-1	AGT
NRG1	1	NGF
PBX2	1	RHOA
ETS2	1	TFEC
TTF1	1	CALR
NFKB2	1	PTGS2
MXD1	1	MAP2K1
CEBPB	1	CAST
GABPA	1	IL16
AHR	1	FOS
AR	1	PRKCD
ATF1	1	BCL2
ATF3	1	CCL5
BRCA1	1	CYP1A1
CEBPB	1	BCL2L1
CEBPB	-1	GFER
CEBPB	1	S100A9
CEBPD	1	GAPDH
CREB1	1	CDKN2A
CREB1	1	GNRH2
CREB1	1	UXT
DBP	1	CDKN2A
DDIT3	1	VEGFA
DDIT3	1	GIT1
E2F1	1	BMP4
E2F1	1	GTF2H4
E2F1	1	MEIS1
E2F1	1	MAP3K5
GABPA	1	TOMM70
E2F1	1	SAFB
E2F1	1	UXT
E2F1	1	SMARCA5
E2F1	1	CBX5
E2F1	1	BORA
E2F2	1	BRCA1
E2F2	1	MAP3K5
E2F3	1	BRCA1
E2F3	1	MAP3K5
E2F4	1	CDC6
E2F4	1	CDC25C
E2F4	1	DHPS
E2F4	1	EPAS1
E2F4	1	FANCD2
E2F4	1	GTF2H4
E2F4	1	MAP3K5
E2F4	1	NASP
E2F4	1	PCNA
E2F4	1	RPA3
E2F4	-1	TTK
E2F4	1	BORA
E2F4	1	UXT
E2F4	1	SMARCA5
E2F4	1	YBX3
E2F4	1	UBE2C
E2F4	1	CBX5
E2F4	1	NUSAP1
ETS1	1	MYB
E2F5	1	BRCA1
E2F6	1	DHPS
E2F6	1	EFNA5
E2F6	1	FNTB
E2F6	1	PRKAR1A
E2F6	1	SRSF1
E2F6	1	RAD51AP1
E2F6	1	CHEK2
E2F6	1	ZNF451
E2F6	1	DCTN4
EZH2	1	HOXA7
E2F6	1	KDM3A
E2F6	1	NEK11
EGR2	1	CDKN2A
ESR2	1	ADORA1
ESR2	1	BCL9
ESR2	1	CAPN2
ESR2	1	CLU
ESR2	1	FEN1
ESR2	1	HOXA10
ESR2	1	TNC
ESR2	1	MEF2D
ESR2	1	NOTCH2
ESR2	1	PBX1
ESR2	1	PDGFA
ESR2	1	PLXNB3
ESR2	1	TDG
ESR2	1	TFDP1
ESR2	1	TGM2
ESR2	1	TNFRSF10C
ESR2	1	TRIP10
ESR2	1	GRIP1
ETS1	1	EGR1
ETS1	1	VWF
ETV1	1	CDKN2A
ETV4	1	AGTR1
FOXO3	1	KLF6
FOXO3	1	DDIT3
FLI1	1	CDKN2A
FOS	1	IL1A
FOS	1	MAF
FOSL2	1	CLU
FOSL2	1	PLAUR
GATA2	1	MYC
GATA2	1	WT1
GFI1	1	MYC
GLI3	-1	TNFRSF10A
ARHGAP35	1	NR3C1
HOXA13	1	CDKN2A
HES1	1	GLI1
RBPJ	1	NFKB1
IRF6	1	CDKN2A
JUN	1	IL1A
JUN	1	NTRK1
JUN	1	PPARA
JUNB	1	PTGS2
JUND	1	CLU
MAF	1	ITGB7
MAX	1	GADD45A
MAX	1	DDIT3
MITF	1	HOXB4
MYBL2	1	MYB
MYC	1	ACOX1
MYC	1	ACTG1
MYC	1	ADCY9
MYC	1	ALDH2
TLE5	1	RND3
MYC	1	APEX1
MYC	1	APP
MYC	1	ARF1
MYC	1	ARF4
MYC	1	RHOG
MYC	1	ATP6V1G2
MYC	1	BCL3
MYC	1	BMP4
MYC	1	BRCA2
MYC	-1	ZFP36L1
MYC	-1	CASP8
MYC	1	CASP9
MYC	1	CBS
MYC	1	CCNB1
MYC	1	CD63
MYC	1	CDC25C
BRCA1	1	IRF9
MYC	1	CLNS1A
MYC	1	COL4A1
MYC	1	DCK
MYC	1	DKC1
MYC	1	S1PR1
MYC	1	EGR3
MYC	1	EIF4A1
MYC	1	EIF4B
MYC	1	EIF4EBP2
MYC	1	ELK1
MYC	1	FASN
MYC	1	FGF9
MYC	1	FGFR4
MYC	1	FXN
MYC	1	GAPDH
MYC	1	CXCL2
MYC	1	GSK3B
MYC	1	GSTP1
MYC	-1	GTF2H2
MYC	1	ICAM1
MYC	1	HINT1
MYC	1	HMBS
MYC	1	HMGN2
MYC	1	HNRNPA1
MYC	1	HNRNPA2B1
MYC	1	HOXD3
MYC	1	HOXD13
MYC	1	HSPA8
MYC	1	HSPE1
MYC	1	IL11RA
MYC	1	INSR
MYC	-1	ITGA6
MYC	1	IRF2
MYC	1	IRF3
MYC	1	LAMB2
MYC	1	STMN1
MYC	1	LBR
MYC	1	LMNA
MYC	1	SMAD7
MYC	1	MBD1
MYC	1	MEIS2
MYC	1	MEN1
MYC	1	MET
MYC	-1	MSN
MYC	-1	MST1
MYC	1	MUC1
MYC	1	MYCL
MYC	1	NFIL3
MYC	1	NID1
MYC	1	NOTCH4
MYC	1	NRAS
MYC	1	NTHL1
MYC	1	NTN3
MYC	1	SERPINE1
MYC	1	PER1
MYC	1	PEX14
MYC	1	PHB1
MYC	1	PIK3C3
MYC	1	PLA2G4A
ZSCAN9	1	CDKN2A
MYC	1	POLD2
MYC	1	PPID
MYC	-1	PTPA
BRCA1	1	BRCA2
MYC	1	PRKDC
MYC	1	PSAP
MYC	1	PSEN2
MYC	1	PSMB1
MYC	1	PTGER2
MYC	-1	RARB
MYC	1	RBBP4
MYC	1	RGS2
MYC	1	RPL10
CTBP1	-1	KRT18
MYC	1	SIM2
MYC	1	SNX1
BRCA1	1	CCNB1
MYC	1	STAT6
MYC	1	VAMP2
MYC	1	TCF12
MYC	1	TGFB1
MYC	1	TGFB2
MYC	1	TGFB3
MYC	1	THBS4
MYC	1	TOP1
MYC	1	TXN
BRCA1	1	CCND1
MYC	1	UBA52
MYC	1	WNT10B
MYC	1	ZFP36
SP3	1	CDC25B
MYC	1	ZSCAN9
MYC	-1	CSDE1
MYC	1	SLBP
MYC	1	FOSL1
MYC	1	AKAP1
SP3	-1	HSPA1B
MYC	1	UXT
MYC	1	YBX3
HDAC3	-1	MYC
MYC	1	SQSTM1
MYC	1	NHERF2
MYC	1	NR1D1
MYC	1	RBM39
MYC	1	NUP155
MYC	1	HERPUD1
MYC	1	THRAP3
MYC	1	CASP8AP2
EZH2	-1	MST1
MYC	1	NOD1
MYC	1	POP1
MYC	1	ATF7
MYC	1	UBE2C
SIRT1	-1	MYC
MYC	1	CBX5
MYC	1	RPL13A
MYC	1	ZNF451
MYC	1	GNL3
MYC	1	CXXC1
MYC	1	NAT10
EP300	1	EIF2AK1
MYC	1	SMARCAD1
MYC	1	ZNF304
BRCA1	1	JAK1
BRCA1	1	JAK2
NFATC3	1	CXCR5
BRCA1	-1	KHSRP
NFIL3	-1	IL1B
NFKB1	1	BRCA2
NFKB1	-1	COL1A2
NFKB1	1	NQO1
NFKB1	1	IRF7
NFKB1	1	VWF
NFYA	1	CDKN2A
NFYA	1	FMR1
GLI1	1	SPAG9
YBX1	1	AGT
PLAGL1	1	CDKN2A
POU2F1	1	CXCR5
POU2F1	1	CDKN2A
BRCA1	1	KRT18
POU2F1	1	VWF
RARA	1	SMAD3
RARA	1	PLAT
RARA	1	NRIP1
BRCA1	1	MDC1
RARB	-1	HOXA5
RARB	1	PLAT
RELA	1	BDNF
RELA	1	BRCA2
RELA	-1	COL1A2
RELA	1	NQO1
RELA	1	FOSB
RELA	1	NR4A1
BRCA1	1	MDM2
RELA	1	IGFBP5
RELA	1	IL7R
RELA	1	IRF7
RELA	1	TNFRSF11B
RELA	1	PTX3
RELA	1	NR4A3
AIP	-1	GREB1
RELA	1	FST
RELA	1	GABPB2
AIP	-1	NFKB2
RXRA	1	CXCR5
RXRA	1	CYP1A1
RXRA	1	PLAT
RXRB	1	LRP1
AIP	-1	RSF1
SKI	1	SMAD7
SP1	1	ASPH
SP1	1	CD9
SP1	1	COL5A1
SP1	1	GFER
SP1	1	H2AZ1
SP1	1	LTC4S
SP1	1	NAB2
SP1	1	FURIN
SP1	1	PTGIR
SP1	1	SKP2
SP1	1	SMPD1
SP1	1	THBD
SP1	1	NOX4
SP2	1	CDKN2A
SP3	1	LTC4S
SP3	1	ASPH
SP3	1	ITGA2
SP3	1	ITGA5
SP3	1	RRAS
SP3	1	TIMP1
SP3	1	CCNA1
SP3	1	PADI4
SREBF1	1	CASP7
SREBF2	1	CASP7
SREBF2	1	LRP1B
STAT3	1	KLF11
STAT1	1	TRIM25
STAT3	1	EIF6
FHL2	1	CDKN1A
STAT6	1	CDKN2A
TBP	1	APP
TBP	1	FN1
ZEB1	-1	ITGB4
TCF7L2	1	MYC
TCF7L2	1	PLAUR
ZEB1	-1	LAMC2
TEAD1	1	MSLN
TFAP2A	1	SERPINE1
TFAP2A	1	SMPD1
TFCP2	1	CDKN2A
TFCP2	1	NFE2
NR2F2	-1	PPARA
TP53	-1	CCND3
TP53	-1	FASN
TP53	1	JAG2
TP53	1	POLD2
TP53	1	PTP4A2
FHL2	1	CDKN1B
TP53	1	HNRNPR
RBPJ	1	HNF1B
TP53	1	RACK1
TP53	1	ATF7
TP53	1	HNRNPUL1
TP53	1	TOR1AIP1
BRCA1	1	KRT5
TP53	1	CTDSPL2
TP53	1	CDCA8
TP53	1	CRTC3
TP53	1	SYVN1
TP73	1	CCND3
TP73	1	POLD2
USF1	1	TGFB2
USF2	1	AR
YY1	-1	FDPS
USF2	1	CDK4
USF2	1	TGFB2
USF2	1	SF1
NSD2	1	CDKN2A
ZNF184	1	CDKN2A
PAX8	1	F2R
BRCA1	1	MAD2L1
CEBPZ	-1	COL11A1
CEBPZ	-1	MLH1
ZBTB33	1	CDKN2A
CEBPZ	1	SOX9
CEBPZ	1	THBS1
CREB3	1	CDKN2A
MXD4	1	ODC1
TLE5	1	EPHA3
NFAT5	1	CDKN2A
NFAT5	1	S100A4
ZNF274	1	CDKN2A
TLE5	1	LEF1
SETBP1	1	CDKN2A
ZBTB44	1	CDKN2A
LEF1	1	CDKN2A
ZFP64	1	CDKN2A
TRERF1	1	CDKN2A
PRDM10	1	CDKN2A
ZNF398	1	CDKN2A
DMRTA1	1	CDKN2A
ZSCAN18	1	CDKN2A
ZNF671	1	CDKN2A
ABL1	1	BAX
ABL1	-1	BCL2
ABL1	1	CCND2
ABL1	1	CDKN1A
ABL1	1	CSF1
ABL1	1	FOXO3
ABL1	1	PIM1
AHR	1	PCNA
APBB1	-1	GMPS
APEX1	1	CCL2
APEX1	1	NFKB1
APEX1	1	RELA
AR	1	ACTA1
AR	1	BSG
AR	-1	BTG1
AR	-1	CDH1
AR	1	CDH2
AR	1	CDK6
AR	-1	CLK3
AR	1	CTNNB1
AR	1	EP300
AR	1	FN1
BRCA1	-1	CDH3
AR	1	FOXA1
AR	1	HMOX1
AR	1	IFI16
BRCA1	-1	FOXC1
AR	1	KISS1R
AR	1	KLF5
AR	1	MID1
AR	-1	NRAS
AR	1	PNRC1
AR	-1	REST
REST	-1	AR
AR	1	TBP
AR	1	TCF7L2
AR	1	TGFA
AR	1	TJP1
AR	1	TRPS1
AR	-1	TSC1
AR	-1	TSC2
AR	-1	UCN
AR	-1	VIM
ARID3A	1	CDC6
AR	-1	WEE1
AR	1	WNT7B
AR	-1	XIAP
ARID3A	1	CDK1
ARID3A	1	E2F1
ARID3A	1	PML
ARID3A	1	RBL1
ARNT	1	BHLHE40
ARNT	1	BRCA1
ARNT	-1	CCNE1
ARNT	-1	CDK2
ARNT	1	EGLN2
ARNT	-1	FOS
ARNT	1	GAD1
ARNT	1	JUN
ARNT	1	RELB
ASH1L	1	TGFB1
ASH1L	1	TIMP1
ATF1	-1	CCNA1
ATF1	1	ERBB2
ATF1	1	FTH1
ATF1	1	GABPA
ATF1	1	MAP1LC3B
ATF1	1	PLAUR
BRCA1	-1	FOXC2
ATF1	1	USP7
ATF2	1	DUSP10
BRCA1	1	CDKN1A
ATF2	1	FAS
ATF2	1	ITGB8
ATF2	1	MAP3K1
BRCA1	1	FST
ATF2	1	PLAU
ATF2	1	RELA
ATF4	1	ATG5
ATF4	1	CCL2
ATF4	1	CXCL8
ATF4	1	DISC1
EP300	1	BRCA1
ATF4	-1	IRF7
IRF7	1	ATF4
ATF4	1	PLAU
ATF4	-1	SIRT2
ATF4	1	TNFRSF10B
ATF5	1	CREB1
ATF5	1	DISC1
ATF5	-1	ID1
ATF6	1	DDIT3
ATF6	1	DNAJC3
ATF6	1	RTN3
ATF6	1	SRF
ATF7	1	ERBB2
BACH2	-1	XBP1
BCL3	1	MYB
BCL6	-1	BCL2L1
BCL6	1	MYC
BCL6	-1	HDAC7
BRCA1	1	BACH1
BCL6	-1	SUMO1
BCL6	-1	XBP1
BRCA1	-1	AREG
BRCA1	1	ATM
BRCA1	1	CDKN1B
BRCA1	-1	CTSD
BRCA1	-1	CXCL1
BRCA1	1	DDB2
BRCA1	1	DDIT3
BRCA1	-1	EGFR
BRCA1	1	GADD45A
BRCA1	-1	HMGA2
BRCA1	-1	HNRNPA2B1
BRCA1	-1	HSPA5
BRCA1	1	IGF1R
BRCA1	1	IRF7
BRCA1	1	SIRT1
BRCA1	1	STAT1
BRCA1	1	STAT2
BRCA1	1	STAT3
BRCA1	1	VEGFA
BRCA1	1	XPC
BRD7	1	BRD2
BRD7	1	BRD3
BRD7	-1	E2F3
BTAF1	-1	DR1
BTG2	-1	CCND1
BTG2	-1	HRAS
BTG2	1	SPHK1
CBFB	1	RUNX1
CBFB	1	RUNX2
RBPJ	1	HOXD1
CEBPB	1	F8
CEBPB	1	FURIN
CIITA	1	PSMC5
CEBPB	1	PRDM1
CEBPD	1	CASP8
CEBPD	1	CXCL1
CEBPD	1	POU5F1
CEBPD	1	SOD1
CEBPD	1	TNFAIP6
CEBPZ	1	APC
CHD4	-1	RNF8
CIITA	-1	COL1A1
CIITA	-1	COL1A2
CIITA	1	CREBBP
CIITA	1	HLA-A
CIITA	-1	S100A4
CIITA	-1	SIRT1
CLOCK	1	KAT5
CLOCK	1	NAMPT
CLOCK	-1	NR3C1
COPS5	-1	CDKN1B
COPS5	1	VEGFA
CREB1	1	BCL2L11
CREB1	1	CASP8
CREB1	1	CCL5
CREB1	1	CRTC1
CREB1	1	ERBB2
CREB1	1	GABPA
CREB1	1	GSK3A
CREB1	1	GSK3B
CREB1	1	HPGD
CREBBP	1	EP300
CREB1	1	LYL1
CREB1	1	PLAU
